영단어|한국단어|설명
Projector Compass|프로젝터컴퍼스|기준자기컴퍼스의 방위위치를 다른 곳에서도 볼 수 있게 해 주는 광학장치를 지닌 컴퍼스
Protocol|프로토콜|장치들 상호간의 원활한 데이터 송수신을 위해서 미리 규정해 놓은 장치간의 통신상 규약
Prototyping|프로토타이핑|개발대상물의 전체나 일부분에 대하여 실제와 같이 동작하는 모델을 미리 구성하는 시스템 개발방식
Proton Magnetometer|프로톤자력계|지자기를 측정하는 계기
Propeller-hull Vortex Cavitation|프로펠러-선체소용돌이캐비테이션|불연속적으로 선체표면까지 연장되는 프로펠러날개끝 소용돌이 캐비테이션
Propeller Induced Exciting Foece|프로펠러기진력|프로펠러의 회전에 대한 유체의 반작용과 프로팰러 추진력의 변동 등에서 기인하는 기진력
Propeller Blade|프로펠러날개|프로펠러의 추력을 내는 날개모양의 부분
Propeller Blade Tip|프로펠러날개끝|프로펠러 날개의 맨끝단
Propeller Blade Section|프로펠러날개단면|프로펠러 날개의 ?주방향 단면
Propeller Blade Thickness|프로펠러날개두께|프로펠러의 각 단면에서 나타나는 최대두께
Propeller Blade Root|프로펠러날개뿌리|프로펠러 날개의 허브와 달린 부분
Propeller Blade Width|프로펠러날개폭|프로펠러 각 단면을 평면으로 전개했을 때의 폭
Propeller Nut|프로펠러너트|프로펠러를 프로펠러 축에 조여서 고정시켜 주는 너트
Propeller Experiment in Open Water|프로펠러단독시험|프로펠러를 선체에 달지 않고 프로펠러만 실시하는 모형시험
Propeller Removing Device|프로펠러방출장치|프로펠러축의 콘부분에 삽입된 프로펠러를 유압잭 등을 이용하여 빼내주는 장치
Propeller Leading Edge|프로펠러앞날|배가 전진할 때의 프로펠러 회전방향의 앞쪽 가장자리
Propeller Clearance|프로펠러여유공간|프로펠러 날개 끝과 선체간의 여유간격 또는 덕트와의 간격
Propeller Disc Area|프로펠러전원넓이|프로펠러 원반 넓이와 동일
Speed of Advance of Propeller|프로펠러전진속도|프로펠러의 물에 대한 상대적인 전진이동속도
Propepeller Warning Signal Light|프로펠러주의등|프로펠러의 존재를 알리기 위하여 선미에 매다는 빨간색 등기구
Propeller Diameter|프로펠러지름|프로펠러 날개 끝이 회전하면서 그리는 원의 지름
Propeller Thrust|프로펠러추력|프로펠러 회전에 의해 발생하는 추진력
Propeller Shaft Withdrawal Device|프로펠러축 발출장치|프로펠러 축을 축관(Stern Tube)에서 뺄 때 사용되는 기구
Propeller Shaft Bearing|프로펠러축 베어링|프로펠러축을 지지하는 베어링으로 선미관과는 별도로 앞쪽에 위치함
Propeller Tip Clearance|프로펠러팁클리어런스|프로펠러 여유 공간과 같음
Length Coefficient of Froude|프루드길이계수|길이-배수량비와 같음
Froude Number|프루드수|유동의 관성력과 중력의 비를 나타내는 무차원 수
PE : Pre Erection|프리 이렉션|선탑재 참조
Pre-heating|프리히팅|예열 참조
Flywheel|플라이휠|왕복동기관의 회전수를 고르게 하기 위하여 축에 붙이는 관성모멘트가 큰 바퀴
Plasma Arc Process|플래즈머 아크 공법|전극과 모재사이에 플래즈머 아크를 발생시켜 이때의 열로 모재를 접합하거나 절단하는 방법
Flattner`s Rudder|플래트너식러더|보통의 평형타 뒤에 작은 보조타를 붙인 모양의 타
Flanged Edge Weld|플랜지끝용접|플랜지와 관의 끝을 연결하는 필릿 또는 에지용접
Flanged Bracket|플랜지브래킷|브래킷의 자유변에 플랜지로 접어준 보강브래킷
Plant Barge|플랜트바지|플랜트를 답재 장착한 바지
Flap|플랩|수중날개의 뒤끝에 붙여 움직일 수 있게 힌지로 연결된 보조날개
Pltform Deck|플랫폼갑판|상갑판 아래의 갑판 중 강도계산에 들지 않고 다만 화물적재의 선반역할을 하는 갑판
Plug Weld|플러그 용접|겹쳐 놓은 두 부재를 접합하기 위하여 한쪽 부재에 뚫어 놓은 구멍을 용접으로 채우는 방법
Plug Thread|플러그나사|살돋움나사와 같음
Flushing|플러싱|배관의장작업이 끝난 후 관 내부의 잔유물을 불어내기 위하여 압축공기나 증기 등으로 청소하는 것
Plunger|플런저|피스톤과 비슷한 긴 원통형 부품
Plunger Pump|플런저펌프|실린더 내에서 플런저가 왕복하는 구조의 펌프
Flame Planer|플레임플래너|자동가스절단기의 일종으로 여러 줄을 동시에 직선 절단할 수 있음
Flexible Pipe Joint|플렉시블관이음쇠|굴곡과 신축이 가능한 관 이음쇠
Flexible Joint|플렉시블조인트|굴곡과 신축이 가능한 관 또는 축의 이음
Plotter|플로터|어떤 물리량의 변동을 곡선으로 그려주는 장치
Float Gauge|플로트액면계|액면의 변화대로 움직이는 플로트로 수위를 측정하는 계기
Flooring|플루어링|바닥에 깔아주는 마무리 재료 또는 작업
Port of Distress|피난항|선박이 항해 중 위급상황에서 임시로 정박하는 항구 또는 정박지
Pinion|피니언|지름의 차가 큰 톱니바퀴의 맞물림에서 작은 쪽 바퀴의 호칭
Pinion Shaft|피니언축|피나언 기어가 달린 축
Peening|피닝|강관이나 주물 등의 날카로운 모를 따고 거친 표면을 다듬는 작업
Peening|피닝|용접부의 잔류응력 제거를 위하여 금속 해머로 용접부를 두드리는 것
Peening Hammer|피닝해머|피닝에 사용되는 해머
Feeder|피더장치|산적화물선 등에서 곡물류를 화물창 윗구석까지 채우기 위하여 해치코밍을 높게 해주는 등의 장치
Driven Wheel|피동바퀴|톱니바퀴나 벨트 풀리(Belt Pully) 등에서 구동바퀴로부터 동력을 전달받아 움직이는 바퀴
Fatigue|피로|재료에 반복하중이 걸리면 재료의 강도가 정하중에서 견디는 강도보다 낮아지는 현상
Fatigue Tedt|피로시험|피로한도를 결정하기 위해 실시하는 시험
Pivot Bearing|피벗베어링|회전축의 축심을 뾰족한 원추형의 쇠붙이로 받쳐 주는 베어링
Sheathing|피복|물체를 주위환경에서 보호하기 위하여 감싸 주는 얇은 판
Shielded-arc Welding|피복아크용접|고온으로 인한 용착금속의 산화를 막고 아크분위기를 보호하기 위하여 불활성가스나 탄산가스 등으로 보호되는 아크용접
Piston|피스톤|왕복동기관이나 펌프의 실린더 안에서 왕복운동을 하는 원반 또는 원통형 부품
Piston Cooling Water Pump|피스톤냉각수펌프|디젤기관의 피스톤에 냉각수를 보내주는 펌프
Piston Cooling Oil Pump|피스톤냉각유펌프|피스톤에 냉각유를 보내주는 펌프
Piston Rod|피스톤롯|피스턴과 크로스헤드를 연결하는 봉
Piston Ring|피스톤링|실린더 내벽과 피스톤 사이의 기밀을 유지하기 위해 피스톤의 둘레에 끼워주는 탄력고리
Piston Ring Tensioning Tool|피스톤링착탈공구|피스톤 링을 빼거나 끼울 때 사용하는 공구
Piston Valve|피스톤밸브|실린더 밸브 시트에 적합한 모양의 원통형 밸브
Piston Spring|피스톤스프링|피스톤 링을 실린더 내벽에 밀착시켜 주기 위해 링과 피스톤 사이에 끼우는 스프링
Piston Seizing|피스톤용착|윤활유 부족이나 불순물로 인해 피스톤과 실린더가 움직이지 않고 달라 붙은 상태
Piston Displacement|피스톤행정체적|피스톤의 단면적과 행정을 곱한 용적
Piston Horn|피스톤혼|전동기로 피스톤을 고속왕복시켜 소리를 내는 장치
Pitch Gauge|피치게이지|나사의 피치를 측정하는 기구
Pitchometer|피치계|프로펠러 날개의 피치를 실측하기 위한 기구
Pitch Circle|피치원|서로 맞물린 톱니바퀴의 중심간 거리를 이빨수의 비율로 나눈 점을 지나고 톱니바퀴의 중심을 중심으로 하는 원
Pitch Template|피치형판|프로펠러의 주형를 만들 때 사용하는 형판
Pitching|피칭|선체의 가로수평축 둘레의 회전운동
Period of Pitching|피칭주기|피칭운동 주기
Peak Frame|피크늑골|선수미 피크탱크 안에 배치된 늑골
Peak Tank|피크탱크|선수격벽 앞쪽과 선미격벽 뒤쪽에 설치된 탱크
PT : Penetration Test|피티|침투액탐상시험 참조
Pin Connection Device|핀연결장치|압선(Pusher)과 바지를 핀으로 연결하는 장치
Pillar and Girder Construction Prufile|필러거더구조도|①필러와 거더부분을 선체중심선에 따라 종방향으로 그린 단면도  ②빔을 받쳐주는 기둥으로 선창이나 갑판과 갑판 사이 또는 기관실 공간 등에 설치됨
Pit|핏트|용접 도중에 용융금속과 기체공간이 표면으로 튀는 현상 때문에 용접부위의 표면에 나타난 작은 구멍
Summer Zone|하계구역|국제만재흘수선협약에 따라서 일년 내내 여름철 해상조건을 갖는다고 인정되는 해역
Summer Load Line|하기만재흘수선|국제만재흘수선협약에 규정한 하계구역에서 유지할 수 있는 최대흘수
Summer Timber Load Line|하기목재만재흘수선|갑판상에 목재를 싣는 목재운반선에 대하여 국제규약에서 규정한 하계구역의 해상에서 허용되는 흘수
Summer Tank|하기탱크|주기름탱크의 팽창트렁크와 양현측 사이에서 배의 길이방향으로 설치되는 보조탱크
Hard Over|하드오버|타각을 최대각도(35도)까지 오른 쪽이나 왼쪽으로 틀어주는 것
Harbor Seck|하버갑판|터릿선(Turret Vessel)에서 트렁크와 선측판 사이의 갑판부
Blow Twin Deck|하부중갑판|상갑판 밑에 제이갑판과 제삼갑판이 있을 때 이 둘 사이의 공간
Low Sea Suction Valve|하부해수흡입밸브|선저 해수흡입구에 부착된 밸브
Petty Officer|하사관|해군의 하사관
Cargo Hook|하역고리|화물의 슬링(Sling)을 걸기 위한 고리
Cargo Block|하역도르래|하역데릭장치에서 사용되는 도르래들의 총칭
Net Sling|하역망|사각형의 보자기그물
Cargo Net|하역보호망|하역 중의 화물이 슬링에서 빠지는 것을 방지하기 위해 본선 현측과 부두사이에 쳐지는 그물
Tally Office|하역사무소|선박의 하역 중에 선내에 임시로 마련된 하역 관계자들의 사무실
Cargo Shackle|하역새클|하역줄에 붙이는 고리로 화물을 다루는 데 쓰이는 탈착고리
Cargo Winch|하역윈치|데릭장치에서 화물을 올리고 내리는 로프를 감거나 풀어 주는 윈치
Hydroplane|하이드로플레인|바닥이 평편하게되고 추진기만 물에 잠겨 추진하는 수상활주형의 배
Load Curve|하중곡선|배에 걸리는 하중의 길이방향 분포상태를 나타내는 곡선
River Gunboat|하천포함|하천경비에 전적으로 사용되는 포함
Top-down Approach|하향식방법|설계나 시스템분석 등에서 전체 시스템을 개략적으로 설계한 후에 계층적으로 설계 또는 분석해가는 방식
Down Stroke|하향행정|수직형왕복기관에서 피스톤이 아래로 움직이는 행정
Limit Gauge|한계게이지|제품이 허용되는 회대와 최소치수의 범위 안에 있음을 확인하는 게이지
Korean Register of Shipping : KR|한국선급|한국의 선급기관
Single Groove Joint|한면홈이음|접합되는 두 부재 사이에 한 면만 파서 용접하는 이음법
Fleet|함대|두 척 이상의 군함으로 편성된 해상부대
Captain|함장|해군함정에서 승무원을 총 지휘하는 최고책임자
Vedette Boat|함재초계정|큰 함정에 싣고 다니는 고속초계정
Alloy|합금|자기 이외의 다른 금속 또는 비금속을 함유하고있는 금속
Alloy Steel|합금강|특수강의 별칭
Alloy Iron|합금철|철 이외의 원소를 많이 함유하는 선철의 일종
Resultant Force|합력|두 개 이상의 작용력을 하나로 합친 힘
Composite Beam|합성보|두 개 이상의재료를 조합하여 만든 보
Laminated Wooden Ship|합판선|얇은 목판을 요소수지 등의 접착제로 붙여 만든 선박
Airplane Warning Light|항공장애표시등|항공장애물이 있다는 것을 항공기에게 알려주는 적색발광등
Aeronautics|항공학|항공기에 관련된 학문
Harbor Speed|항내속력|항내나 좁은 수로 등에서 내는 스탠바이 상태의 속력
Harbor Limit Speed|항내제한속력|항내에서 제한되는 속력
Route|항로|배의 항해하는 노선
Harbor Radar|항만레이더|항구에 출입하는 배의 안전과 통제를 위하여 항내 출입 선박들을 살피는 레이더장치
Yield Strength|항복강도|재료의 인장시험선도에서 응력이 탄성한도를 넘어서 소성변형이 시작되는 점과 이때의 응력
Harbor Master|항장|항구와 관련된 모든 행정업무의 최고책임자
Battle Tracer|항적기록기|선체가 운동한 그대로를 기록지에 기록해 주는 기계
Distance Indicator|항적지시기|항해거리를 나타내 주는 기구
Nautical Almanac|항해력|천문항법용으로 편찬된 역서
Navigation Bridge Deck|항해선교갑판|배의 항해를 조종하는 선교의 갑판
Service Speed|항해속력|만재상태에서 상용출력으로 얻어지는 속력
Nautical Astronomy|항해천문학|항해에 응용되는 천문학
Hours Underway|항행시간|선박이 항해할 목적으로 계류를 풀거나 닻을 올린 시간에서 항해를 마치고 다시 계선하거나 닽을 내리는 데 까지의 시간
